Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Daily),InteriorEquipment:Electricity [J](Daily),InteriorLights:Electricity [J](Daily),Electricity:Facility [J](Monthly),InteriorEquipment:Electricity [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:Facility [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 02/25  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2661987.3921014436,0.0,,,,,,,,,,0.0,1300717.9432507714,0.0 
 02/25  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1253984.5219886769,0.0 
 02/25  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2459588.4688332986,0.0,,,,,,,,,,0.0,1205603.9468446216,0.0 
 02/25  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1165833.2745420074,0.0 
 02/25  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2295156.946909558,0.0,,,,,,,,,,0.0,1129323.6723675505,0.0 
 02/25  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1095065.8819956063,0.0 
 02/25  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2157268.4255160845,0.0,,,,,,,,,,0.0,1062202.543520478,0.0 
 02/25  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1032839.5817626955,0.0 
 02/25  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2038829.841005301,0.0,,,,,,,,,,0.0,1005990.2592426057,0.0 
 02/25  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,994858.5529420467,0.0 
 02/25  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1981668.8325004357,0.0,,,,,,,,,,0.0,986810.279558389,0.0 
 02/25  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1030897.2776955598,0.0 
 02/25  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2105779.788417137,0.0,,,,,,,,,,0.0,1074882.5107215774,0.0 
 02/25  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1090133.424193824,0.0 
 02/25  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2264922.3645865006,0.0,,,,,,,,,,0.0,1174788.9403926766,0.0 
 02/25  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1275679.1775586303,0.0 
 02/25  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2653425.0501379978,0.0,,,,,,,,,,0.0,1377745.8725793677,0.0 
 02/25  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1437136.59215953,0.0 
 02/25  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2934046.1371861568,0.0,,,,,,,,,,0.0,1496909.5450266265,0.0 
 02/25  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1135196.454403779,0.0 
 02/25  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2313167.362348159,0.0,,,,,,,,,,0.0,1177970.90794438,0.0 
 02/25  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1154263.7931500353,0.0 
 02/25  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2340158.5224842468,0.0,,,,,,,,,,0.0,1185894.7293342115,0.0 
 02/25  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1291105.4277421726,0.0 
 02/25  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2614136.3417604456,0.0,0.0,63889687.96554244,0.0,,,,,,,0.0,1323030.914018273,0.0 
 02/26  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1339041.4101167347,0.0 
 02/26  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2693590.3995410746,0.0,,,,,,,,,,0.0,1354548.98942434,0.0 
 02/26  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1376791.9224735145,0.0 
 02/26  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2775338.996982,0.0,,,,,,,,,,0.0,1398547.0745084855,0.0 
 02/26  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1413980.1586700506,0.0 
 02/26  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2843327.27174846,0.0,,,,,,,,,,0.0,1429347.1130784096,0.0 
 02/26  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1443402.6076002145,0.0 
 02/26  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2900536.5211000039,0.0,,,,,,,,,,0.0,1457133.9134997894,0.0 
 02/26  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1470108.9799815114,0.0 
 02/26  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2953070.311902997,0.0,,,,,,,,,,0.0,1482961.3319214856,0.0 
 02/26  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1492701.180390744,0.0 
 02/26  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2995077.5915740125,0.0,,,,,,,,,,0.0,1502376.4111832686,0.0 
 02/26  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1509641.9276055275,0.0 
 02/26  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3026631.05578111,0.0,,,,,,,,,,0.0,1516989.1281755828,0.0 
 02/26  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1518907.3980842003,0.0 
 02/26  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3028346.3123381214,0.0,,,,,,,,,,0.0,1509438.9142539213,0.0 
 02/26  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1447300.6088562094,0.0 
 02/26  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2830216.7770699036,0.0,,,,,,,,,,0.0,1382916.1682136942,0.0 
 02/26  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1715961.8811775649,0.0 
 02/26  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3280010.1427693737,0.0,,,,,,,,,,0.0,1564048.2615918087,0.0 
 02/26  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1467381.0651856827,0.0 
 02/26  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2838677.3898905639,0.0,,,,,,,,,,0.0,1371296.3247048814,0.0 
 02/26  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1307934.9476544616,0.0 
 02/26  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2554249.752614572,0.0,,,,,,,,,,0.0,1246314.8049601108,0.0 
 02/26  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1174657.2916763924,0.0 
 02/26  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2279037.1705821177,0.0,,,,,,,,,,0.0,1104379.8789057253,0.0 
 02/26  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1073853.6144315249,0.0 
 02/26  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2118364.6692156686,0.0,,,,,,,,,,0.0,1044511.0547841435,0.0 
 02/26  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1012410.8344304116,0.0 
 02/26  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1993908.6032529306,0.0,,,,,,,,,,0.0,981497.768822519,0.0 
 02/26  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,914660.8008806026,0.0 
 02/26  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1764282.008692942,0.0,,,,,,,,,,0.0,849621.2078123395,0.0 
 02/26  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,840342.2853828716,0.0 
 02/26  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1674407.1278086375,0.0,,,,,,,,,,0.0,834064.8424257657,0.0 
 02/26  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,877953.9324987893,0.0 
 02/26  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1800107.422466921,0.0,,,,,,,,,,0.0,922153.4899681317,0.0 
 02/26  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,958902.7774934233,0.0 
 02/26  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2023737.581767966,0.0,,,,,,,,,,0.0,1064834.8042745428,0.0 
 02/26  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1172486.905747176,0.0 
 02/26  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2453810.826886898,0.0,,,,,,,,,,0.0,1281323.9211397218,0.0 
 02/26  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1335839.8834810334,0.0 
 02/26  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2726496.2043668085,0.0,,,,,,,,,,0.0,1390656.320885775,0.0 
 02/26  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1026809.8351123002,0.0 
 02/26  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2094328.1773316928,0.0,,,,,,,,,,0.0,1067518.3422193926,0.0 
 02/26  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1052357.0621419119,0.0 
 02/26  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2139729.8055461349,0.0,,,,,,,,,,0.0,1087372.743404223,0.0 
 02/26  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1196939.2957959567,0.0 
 02/26  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2430743.9961445166,0.0,0.0,60218026.117375429,0.0,,,,,,,0.0,1233804.7003485596,0.0 
 02/27  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1262940.3956719929,0.0 
 02/27  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2554798.876253726,0.0,,,,,,,,,,0.0,1291858.4805817335,0.0 
 02/27  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1315685.0987970024,0.0 
 02/27  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2655011.299127333,0.0,,,,,,,,,,0.0,1339326.2003303306,0.0 
 02/27  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1352914.980848241,0.0 
 02/27  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2719245.4777142188,0.0,,,,,,,,,,0.0,1366330.4968659778,0.0 
 02/27  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1382330.7108116174,0.0 
 02/27  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2780549.606352352,0.0,,,,,,,,,,0.0,1398218.8955407348,0.0 
 02/27  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1412045.7329408313,0.0 
 02/27  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2837853.2337221514,0.0,,,,,,,,,,0.0,1425807.5007813203,0.0 
 02/27  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1434838.657119085,0.0 
 02/27  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2878709.3704692616,0.0,,,,,,,,,,0.0,1443870.7133501764,0.0 
 02/27  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1451811.1488119362,0.0 
 02/27  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2911529.768098258,0.0,,,,,,,,,,0.0,1459718.6192863219,0.0 
 02/27  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1663814.5284762476,0.0 
 02/27  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3315335.2833230358,0.0,,,,,,,,,,0.0,1651520.754846788,0.0 
 02/27  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1793709.1786353724,0.0 
 02/27  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3521647.196637654,0.0,,,,,,,,,,0.0,1727938.018002282,0.0 
 02/27  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1455205.8200217174,0.0 
 02/27  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2752821.519200687,0.0,,,,,,,,,,0.0,1297615.6991789696,0.0 
 02/27  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,968749.0180868243,0.0 
 02/27  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1813059.0713822658,0.0,,,,,,,,,,0.0,844310.0532954414,0.0 
 02/27  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,778859.2317043978,0.0 
 02/27  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1494116.91104765,0.0,,,,,,,,,,0.0,715257.6793432522,0.0 
 02/27  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,651272.6787245278,0.0 
 02/27  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1239313.338286834,0.0,,,,,,,,,,0.0,588040.6595623063,0.0 
 02/27  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,521113.035545025,0.0 
 02/27  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,975891.2863905355,0.0,,,,,,,,,,0.0,454778.2508455105,0.0 
 02/27  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,432631.4088851841,0.0 
 02/27  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,843922.1412962437,0.0,,,,,,,,,,0.0,411290.73241105958,0.0 
 02/27  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,387932.2948293808,0.0 
 02/27  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,754615.1715993523,0.0,,,,,,,,,,0.0,366682.87676997148,0.0 
 02/27  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,381423.31664405876,0.0 
 02/27  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,781200.718282674,0.0,,,,,,,,,,0.0,399777.40163861526,0.0 
 02/27  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,541152.6550099603,0.0 
 02/27  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1122024.4570627267,0.0,,,,,,,,,,0.0,580871.8020527663,0.0 
 02/27  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,716073.0876455193,0.0 
 02/27  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1535000.5520338249,0.0,,,,,,,,,,0.0,818927.4643883057,0.0 
 02/27  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1015515.2079411529,0.0 
 02/27  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2127503.7980359497,0.0,,,,,,,,,,0.0,1111988.5900947969,0.0 
 02/27  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1260163.9957842346,0.0 
 02/27  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2567550.229381604,0.0,,,,,,,,,,0.0,1307386.2335973697,0.0 
 02/27  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1350040.7476915976,0.0 
 02/27  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2742884.4240863106,0.0,,,,,,,,,,0.0,1392843.6763947129,0.0 
 02/27  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1267158.7289491366,0.0 
 02/27  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2555828.6407278205,0.0,,,,,,,,,,0.0,1288669.9117786838,0.0 
 02/27  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1187083.593696027,0.0 
 02/27  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2402315.693592666,0.0,0.0,51882728.06410513,0.0,,,,,,,0.0,1215232.0998966392,0.0 
 02/28  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1136786.0571327625,0.0 
 02/28  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2295974.480124096,0.0,,,,,,,,,,0.0,1159188.4229913336,0.0 
 02/28  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1183793.0281737867,0.0 
 02/28  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2392134.1932802817,0.0,,,,,,,,,,0.0,1208341.1651064952,0.0 
 02/28  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1229201.6422683984,0.0 
 02/28  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2479257.9841545179,0.0,,,,,,,,,,0.0,1250056.3418861195,0.0 
 02/28  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1270406.4427534729,0.0 
 02/28  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2561188.861602269,0.0,,,,,,,,,,0.0,1290782.418848796,0.0 
 02/28  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1304894.222388052,0.0 
 02/28  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2623854.8715632206,0.0,,,,,,,,,,0.0,1318960.6491751685,0.0 
 02/28  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1334305.265944329,0.0 
 02/28  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2683998.463862068,0.0,,,,,,,,,,0.0,1349693.1979177388,0.0 
 02/28  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1358469.0434919778,0.0 
 02/28  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2725714.6384011798,0.0,,,,,,,,,,0.0,1367245.5949092017,0.0 
 02/28  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1579862.8404816266,0.0 
 02/28  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3162000.3470272945,0.0,,,,,,,,,,0.0,1582137.5065456676,0.0 
 02/28  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1699351.051905355,0.0 
 02/28  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3321124.8341741885,0.0,,,,,,,,,,0.0,1621773.7822688334,0.0 
 02/28  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1321109.7315517849,0.0 
 02/28  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2469693.561671597,0.0,,,,,,,,,,0.0,1148583.830119812,0.0 
 02/28  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,812342.9226499383,0.0 
 02/28  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1492493.9976459186,0.0,,,,,,,,,,0.0,680151.0749959803,0.0 
 02/28  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,550845.6411845539,0.0 
 02/28  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,974398.8228233949,0.0,,,,,,,,,,0.0,423553.18163884108,0.0 
 02/28  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,369338.2380968056,0.0 
 02/28  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,686043.7536013658,0.0,,,,,,,,,,0.0,316705.51550456028,0.0 
 02/28  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,214885.6979510549,0.0 
 02/28  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,328871.27582733039,0.0,,,,,,,,,,0.0,113985.57787627548,0.0 
 02/28  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,79179.96655492726,0.0 
 02/28  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,124377.7320649478,0.0,,,,,,,,,,0.0,45197.765510020545,0.0 
 02/28  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48203.63093924099,0.0 
 02/28  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,98083.5485972538,0.0,,,,,,,,,,0.0,49879.91765801281,0.0 
 02/28  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92048.59696233133,0.0 
 02/28  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,229140.655481277,0.0,,,,,,,,,,0.0,137092.05851894569,0.0 
 02/28  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,340556.8742412395,0.0 
 02/28  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,785566.9143235085,0.0,,,,,,,,,,0.0,445010.040082269,0.0 
 02/28  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,556094.6282757119,0.0 
 02/28  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1193645.4216935836,0.0,,,,,,,,,,0.0,637550.7934178717,0.0 
 02/28  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,812100.7741961826,0.0 
 02/28  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1698807.6669689832,0.0,,,,,,,,,,0.0,886706.8927728005,0.0 
 02/28  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1067270.5231874905,0.0 
 02/28  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2214756.5128166957,0.0,,,,,,,,,,0.0,1147485.989629205,0.0 
 02/28  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1124896.8508762243,0.0 
 02/28  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2227096.8979226837,0.0,,,,,,,,,,0.0,1102200.047046459,0.0 
 02/28  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,969172.1752366718,0.0 
 02/28  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,1933163.9898405825,0.0,,,,,,,,,,0.0,963991.8146039107,0.0 
 02/28  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,850736.7095395522,0.0 
 02/28  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,379937250.0,329278950.0,50658300.0,,,,0.0,1717722.6864164684,0.0,0.0,42419112.111884709,0.0,0.0,1768509780.8554943,0.0,,,,0.0,866985.9768769161,0.0 
