Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Daily),InteriorEquipment:Electricity [J](Daily),InteriorLights:Electricity [J](Daily),Electricity:Facility [J](Monthly),InteriorEquipment:Electricity [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:Facility [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 06/10  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  17:30:00,549817.4585140136,452306.25,97511.20851401359,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  18:00:00,578296.9585043504,452306.25,125990.70850435039,1128114.417018364,904612.5,223501.91701836399,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  18:30:00,605222.1934275334,452306.25,152915.9434275333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  19:00:00,615428.9223887919,452306.25,163122.67238879187,1220651.1158163255,904612.5,316038.6158163252,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  19:30:00,625450.6805555305,452306.25,173144.43055553045,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  20:00:00,629247.9148208876,452306.25,176941.6648208876,1254698.595376418,904612.5,350086.0953764181,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/10  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/10  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/10  21:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/10  22:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/10  22:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/10  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/10  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/10  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13373279.128211108,11759962.5,1613316.628211107,,,,,,,0.0,0.0,0.0,0.0,9705288.573133802,0.0,,,,,,,0.0,0.0,0.0 
 06/11  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  08:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  09:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  17:30:00,540371.2027010488,452306.25,88064.95270104877,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  18:00:00,550881.9554290229,452306.25,98575.70542902284,1091253.1581300717,904612.5,186640.6581300716,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  18:30:00,560449.952771451,452306.25,108143.70277145093,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  19:00:00,584361.5664117321,452306.25,132055.31641173207,1144811.519183183,904612.5,240199.01918318298,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  19:30:00,610141.0277434628,452306.25,157834.77774346277,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  20:00:00,623520.9932502867,452306.25,171214.74325028659,1233662.0209937497,904612.5,329049.5209937494,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/11  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  21:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  22:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  22:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/11  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/11  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13239541.698307004,11759962.5,1479579.1983070039,,,,,,,0.0,0.0,0.0,0.0,9705288.573133802,0.0,,,,,,,0.0,0.0,0.0 
 06/12  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  08:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  09:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/12  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/12  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,202193.51194028767,0.0,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/12  17:30:00,570272.3241422419,452306.25,117966.07414224179,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  18:00:00,587315.7554186806,452306.25,135009.50541868056,1157588.0795609225,904612.5,252975.57956092235,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/12  18:30:00,604820.6294555919,452306.25,152514.37945559188,,,,,,,,,,,,,,,,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/12  19:00:00,616210.0271924565,452306.25,163903.77719245648,1221030.6566480485,904612.5,316418.1566480483,,,,,,,,,,0.0,606580.535820863,0.0,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/12  19:30:00,627265.8566158777,452306.25,174959.60661587775,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  20:00:00,630140.1042204779,452306.25,177833.85422047779,1257405.9608363556,904612.5,352793.4608363555,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/12  21:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/12  22:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,606580.535820863,0.0,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/12  22:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/12  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,202193.51194028767,0.0,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/12  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/12  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13405839.697045329,11759962.5,1645877.1970453263,,,,,,,0.0,0.0,0.0,0.0,5257031.310447479,0.0,,,,,,,0.0,0.0,0.0 
 06/13  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  08:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  09:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/13  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/13  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,202193.51194028767,0.0,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/13  17:30:00,557753.0577465759,452306.25,105446.80774657584,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  18:00:00,574777.4542475047,452306.25,122471.2042475046,1132530.5119940807,904612.5,227918.01199408045,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/13  18:30:00,592240.5579900099,452306.25,139934.3079900098,,,,,,,,,,,,,,,,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/13  19:00:00,608745.4670813757,452306.25,156439.21708137566,1200986.0250713856,904612.5,296373.52507138546,,,,,,,,,,0.0,606580.535820863,0.0,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/13  19:30:00,622310.6229842999,452306.25,170004.3729842999,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  20:00:00,627558.3673597686,452306.25,175252.11735976855,1249868.9903440686,904612.5,345256.49034406847,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,808774.0477611506,0.0,,,,,,,,,,0.0,404387.0238805753,0.0 
 06/13  21:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/13  22:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,606580.535820863,0.0,,,,,,,,,,0.0,303290.2679104315,0.0 
 06/13  22:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/13  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,202193.51194028767,0.0,,,,,,,,,,0.0,101096.75597014383,0.0 
 06/13  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/13  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13353200.527409533,11759962.5,1593238.0274095345,,,,,,,0.0,0.0,0.0,0.0,5257031.310447479,0.0,,,,,,,0.0,0.0,0.0 
 06/14  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0 
 06/14  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0 
 06/14  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/14  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,404387.0238805753,0.0,,,,,,,,,,0.0,202193.51194028767,0.0 
 06/14  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404387.0238805753,0.0 
